time,open,high,low,close,volume
2026-07-02 19:25:47,45000,47013.11,44335.01,46299.91,13533355
2026-07-02 19:40:47,46299.91,47418.23,46025.71,47297.43,33670064
2026-07-02 19:55:47,47297.43,48524.43,46367.36,48241.46,9721966
2026-07-02 20:10:47,48241.46,48502.9,47061.51,48018.42,48161734
2026-07-02 20:25:47,48018.42,49533.29,47182.05,48629.94,42929183
2026-07-02 20:40:47,48629.94,49790.63,48354.78,49019.52,3025737
2026-07-02 20:55:47,49019.52,51293.96,48048.23,50378.98,16196758
2026-07-02 21:10:47,50378.98,50442.8,48906.14,49159.64,41146745
2026-07-02 21:25:47,49159.64,49773.78,48471.43,48793.65,30924381
2026-07-02 21:40:47,48793.65,49388.77,47327.34,47601.74,17884295
2026-07-02 21:55:47,47601.74,48742.22,46929.99,48327.06,13957397
2026-07-02 22:10:47,48327.06,48680.26,46695.4,47637.37,36552910
2026-07-02 22:25:47,47637.37,48388.25,46808.52,48223.25,43278443
2026-07-02 22:40:47,48223.25,48606.99,46826.03,47129.44,10035514
2026-07-02 22:55:47,47129.44,47277.73,45757.5,45996.67,4449355
2026-07-02 23:10:47,45996.67,46492.87,44902.0,45467.84,27662133
2026-07-02 23:25:47,45467.84,46512.68,45340.83,46199.26,42084602
2026-07-02 23:40:47,46199.26,46835.52,44676.24,45345.95,20883451
2026-07-02 23:55:47,45345.95,46009.03,43920.14,44582.23,41206431
2026-07-03 00:10:47,44582.23,44700.83,44362.09,44508.63,30937513
2026-07-03 00:25:47,44508.63,45587.42,43660.48,44781.81,29743112
2026-07-03 00:40:47,44781.81,44803.16,43378.29,43767.68,16851325
2026-07-03 00:55:47,43767.68,44381.7,42742.02,42852.14,10373687
2026-07-03 01:10:47,42852.14,44526.72,42799.99,43865.58,48295121
2026-07-03 01:25:47,43865.58,44684.22,43147.38,43628.07,4350221
2026-07-03 01:40:47,43628.07,44373.85,43116.23,43161.96,5388343
2026-07-03 01:55:47,43161.96,43740.88,42774.7,42935.76,2775800
2026-07-03 02:10:47,42935.76,44669.48,42575.44,43818.93,49089839
2026-07-03 02:25:47,43818.93,44733.68,43700.9,44337.12,22500944
2026-07-03 02:40:47,44337.12,45051.32,43460.61,44020.29,44981551
2026-07-03 02:55:47,44020.29,45270.04,43601.19,44715.38,35911733
2026-07-03 03:10:47,44715.38,45768.94,44487.68,45204.74,17645212
2026-07-03 03:25:47,45204.74,45764.76,45081.83,45472.16,25184138
2026-07-03 03:40:47,45472.16,46293.78,43319.89,44126.94,12475343
2026-07-03 03:55:47,44126.94,44309.35,43527.49,44259.86,48225681
2026-07-03 04:10:47,44259.86,44909.35,42769.66,43547.99,5957478
2026-07-03 04:25:47,43547.99,45042.86,43505.1,44301.01,2720376
2026-07-03 04:40:47,44301.01,44531.53,43074.91,43174.02,44477699
2026-07-03 04:55:47,43174.02,43696.31,42473.6,43256.65,45710044
2026-07-03 05:10:47,43256.65,44581.51,42762.91,44260.98,31720584
2026-07-03 05:25:47,44260.98,45452.47,43924.75,45074.65,34081122
2026-07-03 05:40:47,45074.65,45419.13,44305.34,44409.02,38912926
2026-07-03 05:55:47,44409.02,45435.46,44088.92,44792.54,41750382
2026-07-03 06:10:47,44792.54,45627.91,43926.5,45339.08,45837946
2026-07-03 06:25:47,45339.08,45563.73,44584.52,44989.35,27252311
2026-07-03 06:40:47,44989.35,45425.65,43962.99,44443.4,17784149
2026-07-03 06:55:47,44443.4,44550.6,42395.94,43239.93,13868471
2026-07-03 07:10:47,43239.93,44890.36,42758.09,44411.59,47076904
2026-07-03 07:25:47,44411.59,45782.0,44120.65,45056.82,6331278
2026-07-03 07:40:47,45056.82,45258.14,44289.77,45138.62,32205142
2026-07-03 07:55:47,45138.62,45485.35,44679.07,44887.98,21840265
2026-07-03 08:10:47,44887.98,46694.99,44416.3,46174.18,13152896
2026-07-03 08:25:47,46174.18,46462.17,44790.52,45622.3,5505294
2026-07-03 08:40:47,45622.3,45691.22,44401.02,44700.45,3091145
2026-07-03 08:55:47,44700.45,45297.94,43998.26,44942.27,35925225
2026-07-03 09:10:47,44942.27,45025.15,44422.62,44665.15,4620355
2026-07-03 09:25:47,44665.15,46358.08,43941.45,45772.82,25356463
2026-07-03 09:40:47,45772.82,46360.92,44970.21,45056.48,2601047
2026-07-03 09:55:47,45056.48,45769.47,44383.61,45529.63,20512695
2026-07-03 10:10:47,45529.63,46170.76,44819.06,45009.32,5042034
