time,open,high,low,close,volume
2026-07-02 19:25:47,2500,2542.81,2378.32,2425.13,1709220
2026-07-02 19:40:47,2425.13,2432.34,2327.95,2372.16,34488357
2026-07-02 19:55:47,2372.16,2390.1,2361.48,2379.9,23878561
2026-07-02 20:10:47,2379.9,2443.83,2370.56,2424.04,30949417
2026-07-02 20:25:47,2424.04,2430.77,2411.6,2416.8,24776024
2026-07-02 20:40:47,2416.8,2459.25,2386.84,2421.06,39148997
2026-07-02 20:55:47,2421.06,2426.11,2363.87,2406.04,37110660
2026-07-02 21:10:47,2406.04,2491.39,2394.14,2443.18,20916285
2026-07-02 21:25:47,2443.18,2461.68,2384.47,2387.07,31340454
2026-07-02 21:40:47,2387.07,2442.16,2374.89,2409.41,35324735
2026-07-02 21:55:47,2409.41,2456.64,2369.79,2432.46,46252308
2026-07-02 22:10:47,2432.46,2514.71,2406.26,2487.01,18908974
2026-07-02 22:25:47,2487.01,2505.2,2407.19,2444.86,1637805
2026-07-02 22:40:47,2444.86,2453.61,2399.28,2405.4,30475809
2026-07-02 22:55:47,2405.4,2471.02,2360.44,2431.44,37710524
2026-07-02 23:10:47,2431.44,2472.88,2430.07,2460.73,34466422
2026-07-02 23:25:47,2460.73,2537.94,2423.93,2507.51,41003292
2026-07-02 23:40:47,2507.51,2547.68,2456.75,2489.15,42326203
2026-07-02 23:55:47,2489.15,2512.03,2447.05,2469.69,32845377
2026-07-03 00:10:47,2469.69,2534.25,2426.99,2497.21,47994565
2026-07-03 00:25:47,2497.21,2511.47,2432.55,2438.52,48032220
2026-07-03 00:40:47,2438.52,2458.94,2419.12,2450.17,32817046
2026-07-03 00:55:47,2450.17,2463.04,2438.22,2449.67,44603450
2026-07-03 01:10:47,2449.67,2556.86,2412.12,2514.45,48718540
2026-07-03 01:25:47,2514.45,2551.11,2468.99,2487.87,12468480
2026-07-03 01:40:47,2487.87,2510.32,2406.21,2445.63,45570123
2026-07-03 01:55:47,2445.63,2468.35,2366.81,2413.36,27075643
2026-07-03 02:10:47,2413.36,2439.13,2349.05,2388.76,26364099
2026-07-03 02:25:47,2388.76,2478.83,2356.62,2434.65,27065004
2026-07-03 02:40:47,2434.65,2459.76,2339.98,2362.79,46924362
2026-07-03 02:55:47,2362.79,2405.82,2323.53,2345.74,5585242
2026-07-03 03:10:47,2345.74,2458.45,2305.2,2415.86,1196081
2026-07-03 03:25:47,2415.86,2422.81,2381.34,2392.97,27474095
2026-07-03 03:40:47,2392.97,2404.79,2323.37,2365.18,24286299
2026-07-03 03:55:47,2365.18,2371.91,2291.42,2295.61,6712825
2026-07-03 04:10:47,2295.61,2317.61,2265.59,2301.49,43840204
2026-07-03 04:25:47,2301.49,2318.23,2260.72,2282.26,16328205
2026-07-03 04:40:47,2282.26,2367.9,2267.49,2345.28,11408096
2026-07-03 04:55:47,2345.28,2405.77,2339.97,2379.25,47204284
2026-07-03 05:10:47,2379.25,2407.66,2310.16,2313.39,14096000
2026-07-03 05:25:47,2313.39,2359.29,2310.06,2319.91,22060071
2026-07-03 05:40:47,2319.91,2336.45,2281.62,2304.87,37415267
2026-07-03 05:55:47,2304.87,2327.41,2241.88,2254.1,26596910
2026-07-03 06:10:47,2254.1,2292.72,2228.65,2264.78,4049963
2026-07-03 06:25:47,2264.78,2304.2,2225.11,2253.87,47993434
2026-07-03 06:40:47,2253.87,2303.04,2241.85,2273.14,23086897
2026-07-03 06:55:47,2273.14,2283.29,2231.48,2250.62,29328252
2026-07-03 07:10:47,2250.62,2338.84,2243.39,2311.68,44706042
2026-07-03 07:25:47,2311.68,2341.14,2240.41,2256.39,44005237
2026-07-03 07:40:47,2256.39,2328.39,2223.67,2316.16,47917777
2026-07-03 07:55:47,2316.16,2401.5,2298.14,2359.77,2190458
2026-07-03 08:10:47,2359.77,2372.77,2303.99,2332.76,13015672
2026-07-03 08:25:47,2332.76,2348.9,2303.33,2341.51,15066275
2026-07-03 08:40:47,2341.51,2371.68,2267.7,2272.54,41907284
2026-07-03 08:55:47,2272.54,2341.75,2237.24,2316.39,47614879
2026-07-03 09:10:47,2316.39,2406.46,2313.16,2364.02,39943308
2026-07-03 09:25:47,2364.02,2368.04,2313.75,2337.46,25732401
2026-07-03 09:40:47,2337.46,2375.39,2270.6,2278.09,37016048
2026-07-03 09:55:47,2278.09,2286.9,2228.39,2264.55,1285275
2026-07-03 10:10:47,2264.55,2291.94,2162.04,2205.1,11209117
