time,open,high,low,close,volume
2024-08-31 19:25:47,2500,2531.75,2485.23,2521.85,32956500
2024-08-31 23:25:47,2521.85,2530.44,2412.7,2454.85,11721002
2024-09-01 03:25:47,2454.85,2480.23,2364.57,2402.07,23494873
2024-09-01 07:25:47,2402.07,2448.9,2381.9,2395.85,5516603
2024-09-01 11:25:47,2395.85,2402.51,2348.22,2375.44,1787926
2024-09-01 15:25:47,2375.44,2456.53,2371.56,2409.7,45687204
2024-09-01 19:25:47,2409.7,2455.72,2377.45,2408.3,35402836
2024-09-01 23:25:47,2408.3,2428.54,2396.4,2403.71,10519712
2024-09-02 03:25:47,2403.71,2429.89,2336.9,2341.24,15746064
2024-09-02 07:25:47,2341.24,2350.52,2262.78,2307.79,22356420
2024-09-02 11:25:47,2307.79,2332.97,2281.66,2307.77,22530615
2024-09-02 15:25:47,2307.77,2376.69,2274.84,2372.2,5579736
2024-09-02 19:25:47,2372.2,2442.95,2365.92,2426.8,3239844
2024-09-02 23:25:47,2426.8,2473.74,2398.59,2450.99,31957582
2024-09-03 03:25:47,2450.99,2516.54,2427.22,2487.99,44016677
2024-09-03 07:25:47,2487.99,2576.11,2483.65,2551.09,5354663
2024-09-03 11:25:47,2551.09,2617.48,2504.81,2566.52,18557543
2024-09-03 15:25:47,2566.52,2649.31,2547.77,2606.36,23020257
2024-09-03 19:25:47,2606.36,2644.19,2485.6,2528.61,44575267
2024-09-03 23:25:47,2528.61,2628.22,2480.76,2577.42,36454879
2024-09-04 03:25:47,2577.42,2616.98,2493.69,2502.16,1466270
2024-09-04 07:25:47,2502.16,2531.18,2405.9,2448.26,40259641
2024-09-04 11:25:47,2448.26,2527.08,2420.91,2486.5,42196471
2024-09-04 15:25:47,2486.5,2507.3,2406.18,2453.8,20149781
2024-09-04 19:25:47,2453.8,2537.73,2438.07,2517.83,15064590
2024-09-04 23:25:47,2517.83,2522.76,2479.92,2506.97,37728688
2024-09-05 03:25:47,2506.97,2582.91,2506.48,2540.75,1289368
2024-09-05 07:25:47,2540.75,2619.62,2493.87,2606.55,24796739
2024-09-05 11:25:47,2606.55,2652.58,2500.68,2537.46,33361901
2024-09-05 15:25:47,2537.46,2554.96,2462.42,2508.03,11078305
2024-09-05 19:25:47,2508.03,2529.89,2453.75,2456.78,33780148
2024-09-05 23:25:47,2456.78,2497.61,2413.02,2447.22,16708790
2024-09-06 03:25:47,2447.22,2544.21,2411.63,2502.37,23541511
2024-09-06 07:25:47,2502.37,2544.39,2440.51,2474.17,49586326
2024-09-06 11:25:47,2474.17,2492.14,2384.37,2415.27,7711896
2024-09-06 15:25:47,2415.27,2494.61,2384.76,2466.26,12536090
2024-09-06 19:25:47,2466.26,2526.75,2463.62,2485.27,28919487
2024-09-06 23:25:47,2485.27,2492.84,2388.91,2434.68,14165754
2024-09-07 03:25:47,2434.68,2448.69,2404.5,2438.06,31762393
2024-09-07 07:25:47,2438.06,2452.16,2349.05,2370.1,7686431
