time,open,high,low,close,volume
2026-07-02 19:25:47,600,601.22,576.08,586.49,18074879
2026-07-02 19:40:47,586.49,591.14,582.86,583.28,18826533
2026-07-02 19:55:47,583.28,594.44,569.88,573.16,25173614
2026-07-02 20:10:47,573.16,595.63,567.07,585.12,32643925
2026-07-02 20:25:47,585.12,587.16,563.73,571.04,14145811
2026-07-02 20:40:47,571.04,578.67,566.6,570.19,15312774
2026-07-02 20:55:47,570.19,581.4,561.08,579.11,39031565
2026-07-02 21:10:47,579.11,603.19,568.64,593.96,26085477
2026-07-02 21:25:47,593.96,594.49,577.98,589.38,30835884
2026-07-02 21:40:47,589.38,593.2,564.96,572.74,11361473
2026-07-02 21:55:47,572.74,576.12,553.04,558.0,5245135
2026-07-02 22:10:47,558.0,565.43,548.76,553.79,38910393
2026-07-02 22:25:47,553.79,563.67,540.33,541.3,9718852
2026-07-02 22:40:47,541.3,545.68,527.83,535.6,24317249
2026-07-02 22:55:47,535.6,547.6,533.2,539.42,35280477
2026-07-02 23:10:47,539.42,552.6,535.22,547.86,15306962
2026-07-02 23:25:47,547.86,554.03,533.2,536.95,47978289
2026-07-02 23:40:47,536.95,550.02,531.8,539.32,9151135
2026-07-02 23:55:47,539.32,544.99,523.44,528.81,14847792
2026-07-03 00:10:47,528.81,542.99,527.32,533.17,39471770
2026-07-03 00:25:47,533.17,535.77,523.87,533.9,21321626
2026-07-03 00:40:47,533.9,538.26,524.7,524.91,20427475
2026-07-03 00:55:47,524.91,532.12,509.41,517.09,25376574
2026-07-03 01:10:47,517.09,519.32,500.97,510.49,6000741
2026-07-03 01:25:47,510.49,530.08,507.56,524.6,22804397
2026-07-03 01:40:47,524.6,535.11,519.93,529.73,43222832
2026-07-03 01:55:47,529.73,533.35,514.47,520.08,49286478
2026-07-03 02:10:47,520.08,527.7,508.78,515.86,3641755
2026-07-03 02:25:47,515.86,540.11,506.02,530.3,36084178
2026-07-03 02:40:47,530.3,549.31,525.12,545.28,18317280
2026-07-03 02:55:47,545.28,550.14,532.67,543.27,21752263
2026-07-03 03:10:47,543.27,546.37,533.18,535.13,14559206
2026-07-03 03:25:47,535.13,544.22,527.96,540.8,48219411
2026-07-03 03:40:47,540.8,545.7,531.35,537.91,13373295
2026-07-03 03:55:47,537.91,545.85,521.01,530.93,27414303
2026-07-03 04:10:47,530.93,534.3,526.35,528.29,4688901
2026-07-03 04:25:47,528.29,541.42,527.67,541.08,16406706
2026-07-03 04:40:47,541.08,557.3,537.24,552.6,42285578
2026-07-03 04:55:47,552.6,554.87,540.4,549.85,22275746
2026-07-03 05:10:47,549.85,559.27,543.01,558.29,17173743
2026-07-03 05:25:47,558.29,582.42,553.05,572.24,23549324
2026-07-03 05:40:47,572.24,590.0,570.37,581.01,36473098
2026-07-03 05:55:47,581.01,602.42,571.21,596.02,12815085
2026-07-03 06:10:47,596.02,610.69,595.7,601.55,26596604
2026-07-03 06:25:47,601.55,616.41,589.66,609.96,24572391
2026-07-03 06:40:47,609.96,630.24,608.74,626.09,47002654
2026-07-03 06:55:47,626.09,635.43,606.4,616.89,16213835
2026-07-03 07:10:47,616.89,626.99,606.59,615.06,18240847
2026-07-03 07:25:47,615.06,630.84,609.53,628.51,43226652
2026-07-03 07:40:47,628.51,631.86,613.28,614.98,44543292
2026-07-03 07:55:47,614.98,616.25,600.17,602.92,45402393
2026-07-03 08:10:47,602.92,614.51,598.25,609.65,7842150
2026-07-03 08:25:47,609.65,631.59,600.33,620.09,37615750
2026-07-03 08:40:47,620.09,635.85,611.37,630.73,35236816
2026-07-03 08:55:47,630.73,637.96,607.56,611.97,19135969
2026-07-03 09:10:47,611.97,614.61,588.49,598.95,32652476
2026-07-03 09:25:47,598.95,614.21,596.73,608.75,43261621
2026-07-03 09:40:47,608.75,619.41,600.84,613.63,11975393
2026-07-03 09:55:47,613.63,625.83,606.27,612.17,44686977
2026-07-03 10:10:47,612.17,623.1,599.44,604.61,39163751
